mod_id,type,unlocalized_key,guessed_id_UNVERIFIED,display_name
hielements,item,advanced_gas_electric_engine,hielements:advanced_gas_electric_engine,Advanced Gas-Electric Engine
hielements,item,gas_engine_capsule,hielements:gas_engine_capsule,Gas Engine Capsule
hielements,item,quantum_sediment,hielements:quantum_sediment,Quantum Sediment
hielements,item,raw_matter_clump,hielements:raw_matter_clump,Matter Clump
hielements,item,violet_matter_clump,hielements:violet_matter_clump,Violet Matter Clump
hielements,item,glowing_pink_matter_clump,hielements:glowing_pink_matter_clump,Glowing Pink Matter Clump
hielements,item,glowing_red_matter_clump,hielements:glowing_red_matter_clump,Glowing Red Matter Clump
hielements,item,glowing_turquoise_matter_clump,hielements:glowing_turquoise_matter_clump,Glowing Turquoise Matter Clump
hielements,item,mutated_violet_turquoise_matter_clump,hielements:mutated_violet_turquoise_matter_clump,Mutated Violet-Turquoise Matter Clump
hielements,item,powdery_light_blue_matter_clump,hielements:powdery_light_blue_matter_clump,Powdery Light Blue Matter Clump
hielements,item,powdery_light_pink_matter_clump,hielements:powdery_light_pink_matter_clump,Powdery Light Pink Matter Clump
hielements,item,radioactive_matter_clump,hielements:radioactive_matter_clump,Radioactive Matter Clump
hielements,item,sparkling_matter_clump,hielements:sparkling_matter_clump,Sparkling Matter Clump
hielements,item,sparkling_nugget,hielements:sparkling_nugget,Sparkling Nugget
hielements,item,sparkling_ingot,hielements:sparkling_ingot,Sparkling Ingot
hielements,item,sparkling_plate,hielements:sparkling_plate,Sparkling Plate
hielements,item,sparkling_singularity,hielements:sparkling_singularity,Sparkling Singularity
hielements,item,quantum_star,hielements:quantum_star,Quantum Star
hielements,item,turquoise_matter_clump,hielements:turquoise_matter_clump,Turquoise Matter Clump
hielements,item,jungleStone,hielements:jungle_stone,Jungle Stone
hielements,item,divineStone,hielements:divine_stone,Divine Stone
hielements,item,corruptedStone,hielements:corrupted_stone,Corrupted Stone
hielements,item,moltenStone,hielements:molten_stone,Molten Stone
hielements,item,enderStone,hielements:ender_stone,Ender Stone
hielements,item,iceStone,hielements:ice_stone,Ice Stone
hielements,item,healingStone,hielements:healing_stone,Healing Stone
hielements,item,terranStone,hielements:terran_stone,Terran Stone
hielements,item,shadowStone,hielements:shadow_stone,Shadow Stone
hielements,item,jungleShards,hielements:jungle_shards,Jungle Shards
hielements,item,divineShards,hielements:divine_shards,Divine Shards
hielements,item,corruptedShards,hielements:corrupted_shards,Corrupted Shards
hielements,item,moltenShards,hielements:molten_shards,Molten Shards
hielements,item,enderShards,hielements:ender_shards,Ender Shards
hielements,item,iceShards,hielements:ice_shards,Ice Shards
hielements,item,terranShards,hielements:terran_shards,Terran Shards
hielements,item,health_shard,hielements:health_shard,Health Shard
hielements,item,blue_fire_shard,hielements:blue_fire_shard,Blue Fire Shard
hielements,item,healingShards,hielements:healing_shards,Healing Shards
hielements,item,divineFragment,hielements:divine_fragment,Divine Fragment
hielements,item,earthFragment,hielements:earth_fragment,Earth Fragment
hielements,item,iceFragment,hielements:ice_fragment,Ice Fragment
hielements,item,damagedFragment,hielements:damaged_fragment,Damaged Fragment
hielements,item,rainbowFragment,hielements:rainbow_fragment,Rainbow Fragment
hielements,item,moltenFragment,hielements:molten_fragment,Molten Fragment
hielements,item,healthFragment,hielements:health_fragment,Health Fragment
hielements,item,edgeFragment,hielements:edge_fragment,Edge Fragment
hielements,item,blueFireFragment,hielements:blue_fire_fragment,Blue Fire Fragment
hielements,item,jungleFragment,hielements:jungle_fragment,Jungle Fragment
hielements,item,petrotheum_bucket,hielements:petrotheum_bucket,Petrotheum Bucket
hielements,item,plastic_sheet,hielements:plastic_sheet,Plastic Sheets
hielements,item,raw_plastic,hielements:raw_plastic,Raw Plastic
hielements,item,pink_slime_crystal,hielements:pink_slime_crystal,Pink Slime Crystal
hielements,item,pink_slime_ball,hielements:pink_slime_ball,Pink Slime Ball
hielements,item,portaspawner,hielements:portaspawner,PortaSpawner
hielements,tile,factory_machine_block,hielements:factory_machine_block,Factory Machine Block
hielements,item,chocolate_milk_bucket,hielements:chocolate_milk_bucket,Chocolate Milk Bucket
hielements,item,mushroom_soup_bucket,hielements:mushroom_soup_bucket,Mushroom Soup Bucket
hielements,item,petrotheum_dust,hielements:petrotheum_dust,Petrotheum Dust
hielements,item,basalz_rod,hielements:basalz_rod,Basalz Rod
hielements,item,blitz_rod,hielements:blitz_rod,Blitz Rod
hielements,item,blizz_rod,hielements:blizz_rod,Blizz Rod
hielements,item,basalz_powder,hielements:basalz_powder,Basalz Powder
hielements,item,blitz_powder,hielements:blitz_powder,Blitz Powder
hielements,item,blizz_powder,hielements:blizz_powder,Blizz Powder
hielements,item,cinnabar,hielements:cinnabar,Cinnabar
hielements,item,pneumatic_servo,hielements:pneumatic_servo,Pneumatic Servo
hielements,item,voidite_gear,hielements:voidite_gear,Voidite Gear
hielements,tile,hardened_lumium_glass,hielements:hardened_lumium_glass,Hardened Lumium Glass
hielements,item,green_diamond_chunk,hielements:green_diamond_chunk,Green Diamond Chunk
hielements,item,yellow_diamond_chunk,hielements:yellow_diamond_chunk,Yellow Diamond Chunk
hielements,item,red_diamond_chunk,hielements:red_diamond_chunk,Red Diamond Chunk
hielements,item,blue_diamond_chunk,hielements:blue_diamond_chunk,Blue Diamond Chunk
hielements,item,gray_diamond_chunk,hielements:gray_diamond_chunk,Gray Diamond Chunk
hielements,item,snowflake,hielements:snowflake,Snowflake
hielements,item,legendary_ender_eye,hielements:legendary_ender_eye,Legendary Ender Eye
hielements,item,watching_eye,hielements:watching_eye,Watching Eye
hielements,item,blue_fire_stone,hielements:blue_fire_stone,Blue Fire Stone
hielements,item,aquatic_pellets,hielements:aquatic_pellets,Aquatic Pellets
hielements,item,pure_aquatic_pellets,hielements:pure_aquatic_pellets,Pure Aquatic Pellets
hielements,item,arlemite_ingot,hielements:arlemite_ingot,Arlemite Ingot
hielements,item,realmite_ingot,hielements:realmite_ingot,Realmite Ingot
hielements,item,rupee_ingot,hielements:rupee_ingot,Rupee Ingot
hielements,item,netherite_ingot,hielements:netherite_ingot,Netherite Ingot
hielements,item,hellstone_ingot,hielements:hellstone_ingot,Hellstone Ingot
hielements,item,shadow_ingot,hielements:shadow_ingot,Shadow Ingot
hielements,item,aquatic_ingot,hielements:aquatic_ingot,Aquatic Ingot
hielements,item,magic_meat,hielements:magic_meat,Magic Meat
hielements,item,enriched_magic_meat,hielements:enriched_magic_meat,Enriched Magic Meat
hielements,tile,rupee_block,hielements:rupee_block,Rupee Block
hielements,tile,realmite_block,hielements:realmite_block,Realmite Block
hielements,tile,arlemite_block,hielements:arlemite_block,Arlemite Block
hielements,tile,aquatonic_bricks,hielements:aquatonic_bricks,Aquatic Bricks
hielements,tile,ice_lamp,hielements:ice_lamp,Ice Lamp
hielements,tile,molten_lamp,hielements:molten_lamp,Molten Lamp
hielements,tile,ender_lamp,hielements:ender_lamp,Ender Stone Lamp
hielements,tile,rupee_lamp,hielements:rupee_lamp,Rupee Lamp
hielements,tile,bluefire_lamp,hielements:bluefire_lamp,Blue Fire Lamp
hielements,tile,redstone_lamp,hielements:redstone_lamp,Redstone Lamp
hielements,tile,jungle_lamp,hielements:jungle_lamp,Jungle Lamp
hielements,tile,terran_lamp,hielements:terran_lamp,Terran Lamp
hielements,tile,divine_lamp,hielements:divine_lamp,Divine Lamp
lwsl,tile,structure_transience,lwsl:structure_transience,Structural Transience
lwsl,tile,structure_air,lwsl:structure_air,Structural Air
lwsl,tile,cold_structure_air,lwsl:cold_structure_air,Cold Structural Air
lwsl,tile,structure_red,lwsl:structure_red,Red Structure
lwsl,tile,structure_green,lwsl:structure_green,Green Structure
lwsl,tile,structure_blue,lwsl:structure_blue,Blue Structure
lwsl,tile,hypothetical_snow,lwsl:hypothetical_snow,Hypothetical Snow
lwsl,item,structure_selector,lwsl:structure_selector,Structure Selector
lolidimensions,tile,sun_vine,lolidimensions:sun_vine,Sunny Vines
lolidimensions,tile,sun_vine_plant,lolidimensions:sun_vine_plant,Sunny Vines
lolidimensions,tile,moon_vine,lolidimensions:moon_vine,Moonlit Vines
lolidimensions,tile,moon_vine_plant,lolidimensions:moon_vine_plant,Moonlit Vines
lolidimensions,tile,brown_block,lolidimensions:brown_block,Brown Rock
lolidimensions,tile,chiseled_terracotta_block,lolidimensions:chiseled_terracotta_block,Chiseled Terracotta Block
lolidimensions,tile,cracked_terracotta_bricks,lolidimensions:cracked_terracotta_bricks,Cracked Terracotta Bricks
lolidimensions,tile,death_dirt,lolidimensions:death_dirt,Lifeless Earth
lolidimensions,tile,spectral_fire,lolidimensions:spectral_fire,Spectral Flame
lolidimensions,tile,amber_fire,lolidimensions:amber_fire,Amber Flame
lolidimensions,tile,overgrown_brown_stone,lolidimensions:overgrown_brown_stone,Overgrown Brown Rock
lolidimensions,tile,eternal_log,lolidimensions:eternal_log,Eternal Log
lolidimensions,tile,chiseled_eternal_planks,lolidimensions:chiseled_eternal_planks,Chiseled Eternal Wood Planks
lolidimensions,tile,holy_rock,lolidimensions:holy_rock,Holy Rock
lolidimensions,tile,holy_rock_unbreakable,lolidimensions:holy_rock_unbreakable,Holy Rock (Unbreakable)
lolidimensions,tile,holy_cobblestone,lolidimensions:holy_cobblestone,Holy Cobblestone
lolidimensions,tile,holy_cobblestone_stairs,lolidimensions:holy_cobblestone_stairs,Holy Cobblestone Stairs
lolidimensions,tile,holy_cobblestone_slab,lolidimensions:holy_cobblestone_slab,Holy Cobblestone Slab
lolidimensions,tile,holy_cobblestone_wall,lolidimensions:holy_cobblestone_wall,Holy Cobblestone Wall
lolidimensions,tile,holy_cobblestone_unbreakable,lolidimensions:holy_cobblestone_unbreakable,Holy Cobblestone (Unbreakable)
lolidimensions,tile,holy_cobblestone_unbreakable_stairs,lolidimensions:holy_cobblestone_unbreakable_stairs,Holy Cobblestone Stairs (Unbreakable)
lolidimensions,tile,holy_cobblestone_unbreakable_slab,lolidimensions:holy_cobblestone_unbreakable_slab,Holy Cobblestone Slab (Unbreakable)
lolidimensions,tile,holy_cobblestone_unbreakable_wall,lolidimensions:holy_cobblestone_unbreakable_wall,Holy Cobblestone Wall (Unbreakable)
lolidimensions,tile,holy_earth,lolidimensions:holy_earth,Holy Earth
lolidimensions,tile,holy_earth_unbreakable,lolidimensions:holy_earth_unbreakable,Holy Earth (Unbreakable)
lolidimensions,tile,holy_grass,lolidimensions:holy_grass,Holy Grass
lolidimensions,tile,holy_grass_unbreakable,lolidimensions:holy_grass_unbreakable,Holy Grass (Unbreakable)
lolidimensions,tile,holy_tall_grass,lolidimensions:holy_tall_grass,Holy Tall Grass
lolidimensions,tile,holy_oak_log,lolidimensions:holy_oak_log,Holy Oak Log
lolidimensions,tile,holy_oak_leaves_normal,lolidimensions:holy_oak_leaves_normal,Holy Oak Leaves
lolidimensions,tile,holy_oak_leaves_flowering,lolidimensions:holy_oak_leaves_flowering,Flowering Holy Oak Leaves
lolidimensions,tile,holy_flower,lolidimensions:holy_flower,Holy Flower
lolidimensions,tile,holy_rose_0,lolidimensions:holy_rose_0,Cyan Holy Rose
lolidimensions,tile,holy_rose_1,lolidimensions:holy_rose_1,Pink Holy Rose
lolidimensions,tile,holy_rose_2,lolidimensions:holy_rose_2,Orange Holy Rose
lolidimensions,tile,holy_rose_3,lolidimensions:holy_rose_3,Green Holy Rose
lolidimensions,tile,holy_lily,lolidimensions:holy_lily,Holy Lily
lolidimensions,tile,holy_vines,lolidimensions:holy_vines,Holy Vines
lolidimensions,tile,holy_moss_0,lolidimensions:holy_moss_0,Holy Moss
lolidimensions,tile,holy_moss_1,lolidimensions:holy_moss_1,Dungeon Moss
lolidimensions,tile,holy_bush_normal_tall,lolidimensions:holy_bush_normal_tall,Tall Holy Bush
lolidimensions,tile,holy_bush_flowering_tall,lolidimensions:holy_bush_flowering_tall,Tall Flowering Holy Bush
lolidimensions,tile,holy_bush_normal_short,lolidimensions:holy_bush_normal_short,Short Holy Bush
lolidimensions,tile,holy_bush_flowering_short,lolidimensions:holy_bush_flowering_short,Short Flowering Holy Bush
lolidimensions,tile,glowing_fruit_block,lolidimensions:glowing_fruit_block,Glowing Fruit
lolidimensions,tile,holy_water,lolidimensions:holy_water,Holy Water
lolidimensions,tile,holy_oak_sapling,lolidimensions:holy_oak_sapling,Holy Oak Sapling
lolidimensions,tile,holy_bush_sapling,lolidimensions:holy_bush_sapling,Holy Bush Sapling
lolidimensions,tile,holy_glowing_ore,lolidimensions:holy_glowing_ore,Glowing Ore
lolidimensions,tile,holy_chromatic_ore,lolidimensions:holy_chromatic_ore,Chromatic Ore
lolidimensions,tile,holy_morhite_ore,lolidimensions:holy_morhite_ore,Morhite Ore
lolidimensions,tile,chromatic_block,lolidimensions:chromatic_block,Chromatic Block
lolidimensions,tile,morhite_block,lolidimensions:morhite_block,Morhite Block
lolidimensions,tile,light_wing_jar,lolidimensions:light_wing_jar,Lightwing Jar
lolidimensions,tile,holy_rock_smooth,lolidimensions:holy_rock_smooth,Smooth Holy Rock
lolidimensions,tile,holy_rock_smooth_slab,lolidimensions:holy_rock_smooth_slab,Smooth Holy Rock Slab
lolidimensions,tile,holy_rock_smooth_unbreakable,lolidimensions:holy_rock_smooth_unbreakable,Smooth Holy Rock (Unbreakable)
lolidimensions,tile,holy_rock_smooth_unbreakable_slab,lolidimensions:holy_rock_smooth_unbreakable_slab,Smooth Holy Rock Slab (Unbreakable)
lolidimensions,tile,holy_rock_brick,lolidimensions:holy_rock_brick,Holy Rock Bricks
lolidimensions,tile,holy_rock_brick_stairs,lolidimensions:holy_rock_brick_stairs,Holy Rock Brick Stairs
lolidimensions,tile,holy_rock_brick_slab,lolidimensions:holy_rock_brick_slab,Holy Rock Bricks Slab
lolidimensions,tile,holy_rock_brick_wall,lolidimensions:holy_rock_brick_wall,Holy Rock Bricks Wall
lolidimensions,tile,holy_rock_brick_unbreakable,lolidimensions:holy_rock_brick_unbreakable,Holy Rock Bricks (Unbreakable)
lolidimensions,tile,holy_rock_brick_unbreakable_stairs,lolidimensions:holy_rock_brick_unbreakable_stairs,Holy Rock Brick Stairs (Unbreakable)
lolidimensions,tile,holy_rock_brick_unbreakable_slab,lolidimensions:holy_rock_brick_unbreakable_slab,Holy Rock Bricks Slab (Unbreakable)
lolidimensions,tile,holy_rock_brick_unbreakable_wall,lolidimensions:holy_rock_brick_unbreakable_wall,Holy Rock Bricks Wall (Unbreakable)
lolidimensions,tile,holy_rock_brick_cracked,lolidimensions:holy_rock_brick_cracked,Cracked Holy Rock Bricks
lolidimensions,tile,holy_rock_brick_cracked_stairs,lolidimensions:holy_rock_brick_cracked_stairs,Cracked Holy Rock Brick Stairs
lolidimensions,tile,holy_rock_brick_cracked_slab,lolidimensions:holy_rock_brick_cracked_slab,Cracked Holy Rock Bricks Slab
lolidimensions,tile,holy_rock_brick_cracked_unbreakable,lolidimensions:holy_rock_brick_cracked_unbreakable,Cracked Holy Rock Bricks (Unbreakable)
lolidimensions,tile,holy_rock_brick_cracked_unbreakable_stairs,lolidimensions:holy_rock_brick_cracked_unbreakable_stairs,Cracked Holy Rock Brick Stairs (Unbreakable)
lolidimensions,tile,holy_rock_brick_cracked_unbreakable_slab,lolidimensions:holy_rock_brick_cracked_unbreakable_slab,Cracked Holy Rock Brick Slab (Unbreakable)
lolidimensions,tile,holy_rock_brick_mossy,lolidimensions:holy_rock_brick_mossy,Mossy Holy Rock Bricks
lolidimensions,tile,holy_rock_brick_mossy_stairs,lolidimensions:holy_rock_brick_mossy_stairs,Mossy Holy Rock Brick Stairs
lolidimensions,tile,holy_rock_brick_mossy_slab,lolidimensions:holy_rock_brick_mossy_slab,Mossy Holy Rock Bricks Slab
lolidimensions,tile,holy_rock_brick_mossy_unbreakable,lolidimensions:holy_rock_brick_mossy_unbreakable,Mossy Holy Rock Bricks (Unbreakable)
lolidimensions,tile,holy_rock_brick_mossy_unbreakable_stairs,lolidimensions:holy_rock_brick_mossy_unbreakable_stairs,Mossy Holy Rock Brick Stairs (Unbreakable)
lolidimensions,tile,holy_rock_brick_mossy_unbreakable_slab,lolidimensions:holy_rock_brick_mossy_unbreakable_slab,Mossy Holy Rock Bricks Slab (Unbreakable)
lolidimensions,tile,holy_rock_brick_chiseled,lolidimensions:holy_rock_brick_chiseled,Chiseled Holy Rock Bricks
lolidimensions,tile,holy_rock_brick_chiseled_unbreakable,lolidimensions:holy_rock_brick_chiseled_unbreakable,Chiseled Holy Rock Bricks (Unbreakable)
lolidimensions,tile,holy_rock_pillar,lolidimensions:holy_rock_pillar,Holy Rock Pillar
lolidimensions,tile,holy_rock_pillar_unbreakable,lolidimensions:holy_rock_pillar_unbreakable,Holy Rock Pillar (Unbreakable)
lolidimensions,tile,divine_marble,lolidimensions:divine_marble,Divine Marble
lolidimensions,tile,divine_marble_bricks,lolidimensions:divine_marble_bricks,Divine Marble Bricks
lolidimensions,tile,divine_marble_bricks_stairs,lolidimensions:divine_marble_bricks_stairs,Divine Marble Brick Stairs
lolidimensions,tile,divine_marble_bricks_slab,lolidimensions:divine_marble_bricks_slab,Divine Marble Bricks Slab
lolidimensions,tile,divine_marble_bricks_wall,lolidimensions:divine_marble_bricks_wall,Divine Marble Bricks Wall
lolidimensions,tile,divine_marble_bricks_cracked,lolidimensions:divine_marble_bricks_cracked,Cracked Divine Marble Bricks
lolidimensions,tile,divine_marble_bricks_cracked_stairs,lolidimensions:divine_marble_bricks_cracked_stairs,Cracked Divine Marble Brick Stairs
lolidimensions,tile,divine_marble_bricks_cracked_slab,lolidimensions:divine_marble_bricks_cracked_slab,Cracked Divine Marble Bricks Slab
lolidimensions,tile,divine_marble_bricks_mossy,lolidimensions:divine_marble_bricks_mossy,Mossy Divine Marble Bricks
lolidimensions,tile,divine_marble_bricks_mossy_stairs,lolidimensions:divine_marble_bricks_mossy_stairs,Mossy Divine Marble Brick Stairs
lolidimensions,tile,divine_marble_bricks_mossy_slab,lolidimensions:divine_marble_bricks_mossy_slab,Mossy Divine Marble Bricks Slab
lolidimensions,tile,divine_marble_bricks_chiseled,lolidimensions:divine_marble_bricks_chiseled,Chiseled Divine Marble Bricks
lolidimensions,tile,divine_marble_pillar,lolidimensions:divine_marble_pillar,Divine Marble Pillar
lolidimensions,tile,holy_oak_planks,lolidimensions:holy_oak_planks,Holy Oak Planks
lolidimensions,tile,holy_oak_planks_stairs,lolidimensions:holy_oak_planks_stairs,Holy Oak Stairs
lolidimensions,tile,holy_oak_planks_slab,lolidimensions:holy_oak_planks_slab,Holy Oak Slab
lolidimensions,tile,holy_oak_planks_fence,lolidimensions:holy_oak_planks_fence,Holy Oak Fence
lolidimensions,tile,radiant_lamp,lolidimensions:radiant_lamp,Radiant Lamp
lolidimensions,tile,radiant_lamp_off,lolidimensions:radiant_lamp_off,Radiant Lamp (Off)
lolidimensions,tile,marble_glass,lolidimensions:marble_glass,Marble Glass
lolidimensions,tile,marble_glass_panel,lolidimensions:marble_glass_panel,Marble Glass Panel
lolidimensions,tile,light_metal_bars,lolidimensions:light_metal_bars,Lightsteel Bars
lolidimensions,tile,structure_chest,lolidimensions:structure_chest,Structural Chest
lolidimensions,tile,structure_transience,lolidimensions:structure_transience,Structural Transience
lolidimensions,tile,structure_red,lolidimensions:structure_red,Red Structure
lolidimensions,tile,structure_green,lolidimensions:structure_green,Green Structure
lolidimensions,tile,structure_blue,lolidimensions:structure_blue,Blue Structure
lolidimensions,tile,structure_portal,lolidimensions:structure_portal,Structural Holy Portal
lolidimensions,tile,structure_dungeon_altar,lolidimensions:structure_dungeon_altar,Structural Dungeon Altar
lolidimensions,tile,divine_core,lolidimensions:divine_core,Divine Core
lolidimensions,tile,holy_chest_0,lolidimensions:holy_chest_0,Holy Chest
lolidimensions,tile,holy_chest_1,lolidimensions:holy_chest_1,Holy Chest (Treasure)
lolidimensions,tile,holy_chest_2,lolidimensions:holy_chest_2,Holy Chest (Archangel Treasure)
lolidimensions,tile,disposable_spawner,lolidimensions:disposable_spawner,Disposable Spawner
lolidimensions,tile,holy_temple_core,lolidimensions:holy_temple_core,Holy Temple Core
lolidimensions,tile,holy_portal_core,lolidimensions:holy_portal_core,Holy Portal
lolidimensions,tile,holy_portal_part,lolidimensions:holy_portal_part,Holy Portal
lolidimensions,tile,holy_portal_frame,lolidimensions:holy_portal_frame,Holy Portal Frame
lolidimensions,tile,holy_portal_corner,lolidimensions:holy_portal_corner,Holy Portal Corner
lolidimensions,tile,dungeon_altar_core,lolidimensions:dungeon_altar_core,Dungeon Altar
lolidimensions,tile,dungeon_altar_slot,lolidimensions:dungeon_altar_slot,Dungeon Altar
lolidimensions,tile,dungeon_altar_part,lolidimensions:dungeon_altar_part,Dungeon Altar
lolidimensions,tile,dungeon_altar_spinner,lolidimensions:dungeon_altar_spinner,Dungeon Altar Lever
lolidimensions,tile,dungeon_altar_kiln,lolidimensions:dungeon_altar_kiln,Dungeon Altar Kiln
lolidimensions,tile,dungeon_altar_fire,lolidimensions:dungeon_altar_fire,Dungeon Flame
lolidimensions,tile,dungeon_portal_core,lolidimensions:dungeon_portal_core,Dungeon Portal
lolidimensions,tile,dungeon_portal_plane,lolidimensions:dungeon_portal_plane,Dungeon Portal
lolidimensions,tile,dungeon_portal_part,lolidimensions:dungeon_portal_part,Dungeon Portal
lolidimensions,tile,dungeon_return_core,lolidimensions:dungeon_return_core,Return Portal
lolidimensions,tile,dungeon_return_plane,lolidimensions:dungeon_return_plane,Return Portal
lolidimensions,tile,dungeon_return_part,lolidimensions:dungeon_return_part,Return Portal
lolidimensions,tile,dungeon_gate_core,lolidimensions:dungeon_gate_core,Dungeon Gate
lolidimensions,tile,dungeon_gate_structure,lolidimensions:dungeon_gate_structure,Dungeon Gate
lolidimensions,tile,dungeon_gate_simple_0,lolidimensions:dungeon_gate_simple_0,Dungeon Barrier
lolidimensions,tile,dungeon_gate_simple_1,lolidimensions:dungeon_gate_simple_1,Dungeon Barrier
lolidimensions,tile,dungeon_gate_simple_2,lolidimensions:dungeon_gate_simple_2,Dungeon Barrier (Permanent)
lolidimensions,tile,arch_angel_chain,lolidimensions:arch_angel_chain,Archangel Chain
lolidimensions,tile,arch_angel_lock,lolidimensions:arch_angel_lock,Archangel Lock
lolidimensions,tile,holy_flower_pot,lolidimensions:holy_flower_pot,Flower Pot
lolidimensions,tile,holy_earth_tilled,lolidimensions:holy_earth_tilled,Holy Farmland
lolidimensions,tile,debug_brick,lolidimensions:debug_brick,Debug Brick
lolidimensions,tile,debug_brick_stairs,lolidimensions:debug_brick_stairs,Debug Brick Stairs
lolidimensions,tile,debug_brick_slab,lolidimensions:debug_brick_slab,Debug Brick Slab
